"","likeCount","Comments","Author"
"9462","0","hipokrit lo coba ngatain lo jadinya cringe lo gak berhasil lo cuma maluin","Alief Rifky"
"9463","0","intro bru","B1G PAPA"
"9464","0","don t give upa ngatain lo jadinya cringe lo gak berhasil lo cuma maluin","Zehan Apaanajja"
"9465","0","yaa","OcanAeDah"
"9466","0","tanda kiamat ketika eric menjadi kontenkreator bermanfaat","Muhammad Topan"
"9467","0","collabs sama babang gore sabi nih wkwkwk","Ocim Blue"
"9468","0","upload pb lagi bang anti toxic","Naufal Anwar"
"9469","0","jangan lihat orang dari videonya saja nih lihat ericko lim beramal sholeh","madrafiq"
"9470","0","fressshhhhh kntl","adity adid"
"9471","1","panutanq lu doang org di youtube gk minafik bos respect moga tahun ini juta subs kapan meet n greet lgi bos kgn nih soapers","Syechan Attariq46"
"9472","0","intronyaa ngakak hahah","RAMA AGUNG WIJAYA -"
"9473","1","sampah masyarakat yg punya subscriber bnyak krena ngedisk arap dan dia bngga dan seneng ktnya buat konten berfaedah



wkwk maaf bro tpi lo hebat smngat trus bkin ytrw nya  
sorry acak an kata nya 
soapi chanel disini tolol ibarat kalian tuh nyari tutorial masak tapi buka chanelnya jes no limit kan bego ajg sebego begonya erickontol lebih bego kalian udah tau gak mendidik di tonton","tahu gejrot"
"9474","17","jangan di masukin hati kata kata haters tod 
berkarya lah terus anjing lu itu content creator bikin video judulnya click bait ga sesuai ekspektasi tolong lahhh lim gw tau video lu mendidik parah bangsata 
soapi chanel disini tolol ibarat kalian tuh nyari tutorial masak tapi buka chanelnya jes no limit kan bego ajg sebego begonya erickontol lebih bego kalian udah tau gak mendidik di tonton","riario oo"
"9475","0","fight i masukin hati kata kata haters tod 
berkarya lah terus anjing lu itu content creator bikin video judulnya click bait ga sesuai ekspektasi tolong lahhh lim gw tau video lu mendidik parah bangsata 
soapi chanel disini tolol ibarat kalian tuh nyari tutorial masak tapi buka chanelnya jes no limit kan bego ajg sebego begonya erickontol lebih bego kalian udah tau gak mendidik di tonton"," RRQ'shimi"
"9476","0","akhirnya pke intro itu lagi","IgustiBagus D"
"9477","0","btw rando kemana yak","Cesar Singgih Gemakumara"
"9478","0","ericko lim tai sekarang mendingan dulu gw rindu pas subscribernya masih kan","fazri muhammad"
"9479","0","mantap limmmm gua dukung lo slamanw rindu pas subscribernya masih kan","Au Apaan"
"9480","0","aaaaaaaaaaa part nya yoyo mamennn","RiName"
"9481","0","aaaaaa part nya yoyo mamennn","hidehisakoichi tv"
"9482","0","intro legend v","Ara Gaming"
"9483","0","banyak haters jadi kaya kontol","Huda Huda"
"9484","0","semangat aja ka ericolim","Rafael Muhamad"
"9485","0","gpp rick haters banyak gw support lu soapking","Muhammad Fajar"
"9486","0","anda orang jawa mari belajar dan melestarikan budaya jawa
filosofi urip iku urup","asyifa widodo"
"9487","0","see you too motherfucker","Stress Boy"
"9488","15","rik suruh kimi hime pap te e","Zakky"
"9489","0","soapers nomber lanjut teruss brooo bodo amat sama mreka","Bryan Tuelah"
"9490","0","rick kapan colab bareng qory gore ty","Mara Natha"
"9491","0","bang eriko baik kok kalo gk di depan kamera  lanjutin bang banyak haters banyak uang  belom tentu yang ngebacot bisa sukses kaya lo bang ktasi tolong lahhh lim gw tau video lu mendidik parah bangsata 
soapi chanel disini tolol ibarat kalian tuh nyari tutorial masak tapi buka chanelnya jes no limit kan bego ajg sebego begonya erickontol lebih bego kalian udah tau gak mendidik di tonton","samnil nil"
"9492","0","anjing jess pros lim kuontol susu manis
gue ingetin buat kalian subscribe 
klik subscribe di youtube noob queen
maka matamu akan keluar melihat fanny cabel tanpa putus

erick asu jangan hapus bego
gue no skip skip iklan lo njing 
kasi pin apa sekali kali apa tolol","Mr. jaz"
"9493","0","bang gua suka sama gaya luh sama konten luh bikin gua ngakak klo nntn video lu cribe di youtube noob queen
maka matamu akan keluar melihat fanny cabel tanpa putus

erick asu jangan hapus bego
gue no skip skip iklan lo njing 
kasi pin apa sekali kali apa tolol","Aldiansah Chy"
"9494","0","ngentot yok lah","Taufik 27"
"9495","0","hiburan di menit","Auzan Touviandi"
"9496","0","hay bang ericko lim youtuber terbaik didunia uploud lagi dong tutorial buat makanan v","Just For Fun :v"
"9497","0","kita bersama mu erik hhahahah","Heru Prastio"
"9498","1","apa cuma gw yang nntn bareng emak v","Rizky Tahta"
"9499","0","ngakak ajg","Riyadhi Oka"
"9500","0","gud ea","aliftio GO"
"9501","0","rick bikin konten pb dong ama gw gw soapers sejati nih bgsd
add nick pb evo gw kayizikey oke gw jga mau bikin chanel yt tpi blom ada inspirasi oke","KWOLLSKI YT"
"9502","0","hahahhahah haters kontoll","Bolu gaming"
"9503","0","sabar aja rick 
namanya juga hidup
tuhan yang nentuin
kita yang jalanin
orang lain yang bacotin
btw gw kok ga pernah liat lo like komen ya wkwk","Vita Felicia"
"9504","0","pantad lu tebel wokwokwowk makanya kaga triggered","VINCENT MANUSIA"
"9505","0","zhar borneo muka lu kok kyknya ada dimana mana ya tol gak di ig gak di yt ada lu trs tiap video yg gw tonton lu gada kerjaan ya","ade. junior.7"
"9506","0","y","secret admirer"
"9507","0","manusia sampah hidup kek parasit dimna mana ada 

salah satu pengangguran paling idiot","Rizky Rosyidi"
"9508","0","diliat dari muka dan komen lu kayaknya lu ini penjaga warnet ya yg online terus","bossi holden"
"9509","0","bangsat wkwkw ada terus nih manusia","Iqbal Raffli"
"9510","0","juga","Kampreto Sompreto"
"9511","0","eriko lim yg terbaik","Markos _xD"
"9512","0","yoiii se toxic apapun seseorang pasti dia memiliki sisi positif","riario oo"
"9513","2","mantap mendukung tapi dengan gaya toxic lanjutkan karya mu nakg online terus","R HC"
"9514","0","up","Arkan 11"
"9515","0","up","Boosted Gear"
"9516","1","zakky teteh nya aja kendor gtu doyan lu","nonton anime"
"9517","0","ashaduallahila haillah waashaduana muhammadrasullah
 
alhamdulillah anda masuk islam","sahrul deza"
"9518","0","memek ngilu aowkwowkow","Shiro Namikaze"
"9519","0","ganti intro terosss","mario isco"
"9520","0","bang gebetan gw pacaran ama temen gw gimana ni","daffa putra"
"9521","0","erpan","DHIK DIK"
"9522","0","reaction lagu uiw uiw uiw uiw dong bang","lucky gaming"
"9523","0","gue gak skip iklanya rik iw dong bang","Diefor Something"
"9524","0","keluarin yang katain lo bang gw bunuh atu atu","Vinics 37"
"9525","0","anjinkk menit di akhir nhentot lah semangat buat kamu aku suka dengan pribadi kamu tetep semangat buat hidup","AL Wafie"
"9526","0","bang jt subscriber grebek rumah johnny sins biar rame gitu sensasinya","Yusup Solehudin"
"9527","0","semangat terus bang erick biarin banyak haters juga wajar","Zhots 2002"
"9528","0","wkwkwk sumpah org org tolol haters ini pada ngasih hate comment pake fake account hadeh v gliran dah diciduk ampun ampun kocak netizen indo komen gapake otak v","Ferdinand Octavianus"
"9529","4","anjay intro legend","PRIXLY GT"
"9530","1","heternya subnya arap 
kaya arap bgo dari pada lo nonton arap 
bakar play button kontoll arap itu yang berfaedah menurut kalian para kontol kontol hah b","Angga Hikzz"
"9531","0","nice mamank","Muggi Ana"
"9532","0","erico lim beli subscribe di gw 
dexstar followers mau auto sub langsung bae dm wkkwkwk
penting kaya ngentod","putra dexstar"
"9533","0","mantap


love u rick","ZloreGaming"
"9534","0","gua subscribe lo karena konten bikin ngakak anjing","INSPIRASI KATA"
"9535","0","yes bisa dugem gratis di","Tirta Arya Ramadhan"
"9536","0","kata bkin lu sakit hati
 gendutan 
wkwkwkkwkwkwk
pdhl dlu ganteng maximal","Agam Albari"
"9537","0","bang kok lu kerad amat yak 
jdi trinspirasi gw njjiing","Yusuf hidayat"
"9538","1","intro jess no lomot edisi anti skip skip iklan","Khojim Gaming"
"9539","0","nah gua demen nih come back toxic people","Sbc Trix"
"9540","0","respect","DadoxsPro Channel"
"9541","0","mereka bangsat emang bang sebenarnya lo itu baik","Alvin Venn"
"9542","0","is the best bang","agaputra is the best"
"9543","0","mental baja
di buli mah dibikin asik ajaaik","Dian Uchia"
"9544","0","gteng tpi tato nya kurang","Bgus Iswamnto"
"9545","0","yang penting lu berkarya bang i am soapersik","Dwi Alfigo"
"9546","21","rick syuting youtube rewind lancar kg mudah mudahan lancar ya","Kumpulan Vidio-Vidio Lucu Instagram"
"9547","0","intro legends v","waw bar bar"
"9548","0","wwkkwwkk editanya keren bang","soap king69"
"9549","0","subs gua nanti gua subs back","Twister HD"
"9550","1","rindu intro dora","Agnessa Viela"
"9551","0","kita rela melakukan hal bodoh demi orang lain tertawa","Febrigo Irsya"
"9552","0","soapers","Zaki Alzikri"
"9553","0","buat yg bilang konten erickontol ga bermutu main kalian kurang jauh anjiiiink nih sesekali mampir kemari biar kalian tau arti gak berfaedah yang sesungguhnya","Persepsi Liarku"
"9554","0","ok google judul lagu
wik wik wik wik wik wik wik wik wik wik wik wik wik
ah ah ah ah ahhh ah ah ah ah ah ah ah ah 
ih ih ih ih ih ih ih ih ihh ih ih ih ih
oh oh oh oh ohhh oh oh oh oh oh oh oh ohhhhhh","Zwarning Tutorial"
"9555","0","hiya hiya hiyaa","yosep 1888"
"9556","1","bang colab ama nyokap lu 
yang setuju like","Pisung tv"
"9557","1","tetep semangat ngonten bang","The Kingsaa"
"9559","0","gua tunggu part ke woy erickontol senang gua konten begini","Rahmat Wahyu"
"9560","0","ganteng jidat lu anjing nama nggak guana nama kok erickontolim goblok conge an primitif anjing najis nonton vidio lu","frey gaming"
"9561","3","yeeeyy orang cancer upload lagi guana nama kok erickontolim goblok conge an primitif anjing najis nonton vidio lu","Hasan jaki"
"9562","0","bgst komen gua gaada","el nr"
"9563","0","haterss anjingg ericko lim gokil semangat bang berkarya family friendly","Firman JS"
"9564","0","fuck that haters","Muamar Rifky"
"9565","0","bang please intro yang kadang hidup itu tidak adil bang sumpah dah lucu banget gw suka","Yusuf Ismail"
"9566","0","gua tetep suport elu bang wkwkwk hidup sopers","Aldi Pratama01"
"9567","0","gw nangid","Riki Nugraha"
"9568","0","soapers like","Gilang Jrx"
"9569","1","ericko lim memang idaman wanita","Deva Indah Saputri"
"9570","0","slow rick nanti gua bakal jd youtuberkyj lu","Kevin er"
"9571","0","sumber uang fans yg tertunda pinter juga lo kntl","Yudha Arya19"
"9572","0","kesimpulannya knp heters yg gk suka erikolim kalo ketemu si erik minta poto","Muhammad Nauvaldi"
"9573","0","bang kalo boleh tau cita cita lu itu apa yak","Yusuf hidayat"
"9574","0","ditunggu ytr nyaaaaaa","Naufal Fahmi"
"9575","0","rekt","Dimas Ramadhan"
"9576","0","njir gak di bacain komen gw asu taku y a ea","MEME toxcit"
"9577","0","gw suka ericolim","Rafael Muhamad"
"9578","0","apa cmn saya yg anti skip club","W- -Kun"
"9579","0","gw yg punya channel lu yg banyak maunya v","ItsMeRaps GT"
"9580","0","semangat terus soapkingbanyak maunya v","Bolu gaming"
"9581","158","eh lu mabuk ya wowkwkwk suara lu berubah","Dipqi Ghozali"
"9582","0","ka eric semangat aja ya kontol","Rafael Muhamad"
"9583","0","slow bae bg ericko kami selalu ada disini dukung lu semangat buat yt rewind nya gw tunggu ok s nonton vidio lu","Reza Zainudin"
"9584","6","gua udah subs trus disuruh erick pencet tombol subs lagi gua pencet lagi laa gitu terus gua kalau nonton vidionya erick sampek jembut gua rontok","Muhmd rizky"
"9585","0","keep charming rick sebenarnya itu tergantung dari penonton nya cara buat nanggapi video lo menurut gua tetap berkarya aja sihh","Erbert Wongso"
"9586","0","ganti intro bang","Tante Intan"
"9587","0","bg bikin hal yg aneh dong bosan nonton yg itu itu trus","Rey Oktia"
"9588","0","hmmmmmm ahhh bau memek","Gilang Suryanudin"
"9589","0","erikontol","youtube gaming"
"9590","0","mauuu dong dibacainn comment nyaaa omg wkwkwk fuck","Michelle Fiorence"
"9591","0","gua kira lo bakal jadi pink guy hahaha wk fuck","Rozaldi Mugraha"
"9592","0","gw suka erikontol karena dia ngehibur","BICKURIBOX Gaming"
"9593","0","banyak subs bikin untung banyak haters cuan melimpah ruah","R.A Azmi"
"9594","0","collab sama qorygore rick","Naufal Agustian"
"9595","0","buat apa nangid sama haters anjing haters adalah jalan lu awkaowko","Adilla Purmiahida"
"9596","0","sloww bang guah dukung chanel lagih","Rafi Aditya"
"9597","0","yang aku herannya konten lo gaadak isi faedah nya kenapa banyak yg subscribe mungkin yg subscribe lo otak nya udah miri ngentot","Psycho Gamming"
"9598","0","botak","Big Marvel"
"9599","0","hidup kadang sangat tidak adill","Dendy Konimonn"
"9600","0","hatersnya lu pada nampilin kebodohnnya anjir kwkwk","Hyper Archeez"
"9601","0","kontol","chao Xaddict"
"9602","0","tolong rick jangan ingetin gua bua subs lu","Eugene Sullivan"
"9603","0","hiburan bermanfaat good","Habibi Izanami"
"9604","0","itu biasa heters kn gak punya otak santai aja gue sama lu","Septo Dwisasongko"
"9605","0","yaudahlah gw jadi haters aja mayan bisa bantuin lo dapet duit bosen jadi non haters mulu btw antonim haters apaan yak","Muhammad Fatahillah"
"9606","0","ajg opening eno benningg","Best Fun"
"9607","0","anak pinter aja yg uda tau isinya konten ngga berfaedah tapi masih ttep di tonton dan ngomen kaga jelas berasa paling bener aja","Rizal Dorayaki"
"9608","0","bang minta duit","jonathan kim"
"9609","1","si anj iklan yg pertama menit yg kedua detik kaga gw skip kntl demi lu dapet adsensei bangsat","Adam 05"
"9610","0","hadir bang gua gak pernah skip iklan di video lu 
sukses terus mi lu dapet adsensei bangsat","SADAM MALIK"
"9611","0","ditunggu konten ericko pinkguy lim lu rick
yg mutusin urat malu lagi dapet adsensei bangsat","ade febrian"
"9612","0","gua setuju sama apa yang elu bilang di vidio ini","alifaja714"
"9613","0","ahahahaha memek ngilu ngakak","Elbert Tio"
"9614","0","bacot lo anjing kontol gk guna lo jdi ytbrs taik nora lu","fadlan arsyad"
"9615","0","what the fuck","Veima putra Aprilliawan"
"9616","1","haters masih jaman","ZEYN CRAFT"
"9617","0","bagas darmawan dulu ada event katanya dulu kan youtuber cuma dikit di indo","Hakim instinct"
"9618","0","verified itu hanya bug","Bagas Darmawan"
"9619","0","mabok kondom wkwk kebanyakan nyemil kondom","Kuronyan Channel"
"9620","0","kok bisa k verified baru kali ini gua liat nya hmmm","problempro 123"
"9621","0","erickontolim lah goblok bacain komen hatersnya muka kek tytyd bangsaaaat

maaf biar di baca cuk","NyEh 0MWC"
"9622","0","kalau ada orang riau yg baca comment kuu berhantam yok","Pikri Muhammad"
"9623","0","lu ga takut masuk neraka dan disiksa gitu rik lo g pernah bayanging kyk gitu emang","levandorses 99"
"9624","1","gw setuju sama haters","Purnama Sitorus"
"9625","0","tai bang ga sekonyol dulu vidiolu sekarang","Pradipta Berok"
"9626","0","hanya di sini ada orang tatoan makan jembut gimana di daerah kalian apakah ada rugi tatoan tapi ga berani makan jembuDner aja","wi z"
"9627","0","lonte","Donoq Mantul"
"9628","0","interview tentang bokep japonese lah ric v","Ricky Eka"
"9629","0","semoga mampir ke chenelku","Marzindo"
"9630","1","jangan khawatir lim gw salah satu hatter lo supaya lo bisa makin maju v","IcalRizal"
"9631","0","nah akhirnyankonten gini yg gw tgg wkkwkwkw","kirigaya kazuto"
"9632","0","gua heran banyak yg bilang gak suka tapi masih aja di tonton kalo gak suka ya gak usah ditonton","M. Agung Sefriandi"
"9633","0","walaupun sebenci bencinya gw ma lu gw gabakal unsub lu kok kntl karna jujur aja gw ckup terhibur ma konten lu ya ajg","Rei Kusoy"
"9634","0","kok sange","DakiSemut"
"9635","0","rindu iklan lo yang hidup kadang tidak adil","hafizfathur rahman"
"9636","0","kritik nya banyak kok dislike ya dikit daripada like ya hargai orang dengan karyanya ya conten bang eriko tuh yaa suka dia lah v btw ngasal koment ntol","Zen Force"
"9637","0","gw subss lu rikc kalem terus berkarya bro anjing wkwkwk canda","Yudha TV"
"9638","0","anjink intro jmn old is back v","Oyank Project"
"9639","0","heaters cenel sungguh liar biasa sekali bahasa inggrismu","Susukntlmanis Enak"
"9640","0","rumahnya pink guy dimana rik","kiritod kun"
"9641","0","beli subscribee hahhaa hater goblok","solsa gand"
"9642","2","tenang rik kami soapers mendukungmu dgn sebatang sabun bolongorang dengan karyanya ya conten bang eriko tuh yaa suka dia lah v btw ngasal koment ntol","Daniel Samuel"
"9643","7","adik gwe baru lahir kemarin langsung gwe tontonin vidio lu bang","Iam drift"
"9644","0","numpang","Dzull QuevaraTV"
"9645","0","sebener benernya ni channel lebih ke arah comedy sih buat haters suka suka nga nga ngentot","Daniel L"
"9646","0","wkakwkakwk memek ngilu ngakak v","pradiatamategarp"
"9647","0","haters lu beli ya","Darrel Gamez"
"9648","0","heaters cenel sungguh liar biasa sekali bahasa inggrismu","Susukntlmanis Enak"
"9649","67","rik buat distrack buat haaters sekali bahasa inggrismu","VAvero 624"
"9650","0","erik cap kontol","sendy aw"
"9651","0","sabar bng","Su ci"
"9652","0","semangat terus bang erick","alex piero"
"9653","1","woy bangsad gua nungguin gp nya anjeng","ivan x"
"9654","10","bang please bantu channel saya","CHANNEL HIBURAN"
"9655","0","banyak hatters banyak duit 
maka dari itu perbanyak lah hatters supaya bnyk duit awokwok","HxH zaoldyeck"
"9656","0","rick muka lo itu ganteng banget sumpahh tapi haters commen bilang lu jlk emang dia buta gituu","Monapa Crew"
"9657","0","ntaps mank wkwkwk","Lucky Cat"
"9658","0","udah bang kalo kata gw si nikmatin aja yg komen begitu lagian udah jadi sarapan tiap hari ini komen kya gtu si","King Pin"
"9659","0","sukses buat ytr bang","Alex Ekopurwanto"
"9660","0","kapan rilis rewind ditunggu ya
next year gue ikutan","NMalvin Re:Master"
"9661","0","haters goblok dan kayak kontol ya gitu cuma bisa bacod wkwkwk","aditya pw23"
"9662","0","gw ikut hate comment lah biar masuk video erick wkwkk rick video lw bermanfaat banget anjing bikin gw seneng jing sumpah ni harus di subscribe di like ga bisa nih channel ini cuma jt harus jt biar soapking bangkit wkwkwk


sorry gw hate comment lw rick","Kevin Lievius"
"9663","0","kenapa komentar arap kmren di hapus ga dibacain juga","Aprodite HxH"
"9664","0","bang saran aja pokoknya jgn bercanda soal soal agama soalnya lagi sensitif takutnya abang keceplosan kaya chanel sebelah yg hiya hiya trus keciduk dan hilang dari dunia peryoutubean kami masih butuh sosok seperti loh yg asik kek kontol lucu kek jembut toxic kek memek hiya hiya anjing hahah","Donny Setiawan"
"9665","0","jt isep tetek anjing rik","Donny penjol"
"9667","0","gue ngakak anjing","syXs maniac"
"9668","0","alhamdulillah intronya kembali wkwk","Rahma"
"9669","0","ceritanya pgn ngikutin pewdiepie","Tanggal Susanto"
"9670","0","at least ericko ga kayak laurentius rand","Blizzardous"
"9671","0","dan sata terhibur","Nauval ganteng"
"9672","78","pray of lion air jt","AisyahPutri v*"
"9673","0","mampir yaa","Christiangumeleng"
"9674","0","kalau ga suka ga usah di tonton kntlll","Farrent Gaming"
"9675","0","ngakakkk anjinggg pokoknyaa sukses truss untuk bg erickolim lahhnsitif takutnya abang keceplosan kaya chanel sebelah yg hiya hiya trus keciduk dan hilang dari dunia peryoutubean kami masih butuh sosok seperti loh yg asik kek kontol lucu kek jembut toxic kek memek hiya hiya anjing hahah","Muhammad Deva"
"9676","0","saya mencium aroma memexx 



ahhhh","Raihan Risky"
"9677","1","woi erickokontol 
gue haters terbaik loh 
buktinya gua gak pernah skip iklan di chanel youtube lo 
semangat bang erick gue selalu menunggu triliyun subcriber mu","BINTANG_Kun W1bU"
"9678","1","kenapa saya suka ericko lim","SyKanPinguin"
"9679","0","gua suka chanel lu bang broo","ddi jigjag"
"9680","0","pleassee fullkan volume kalian dijamin ketagihan v","whale paus"
"9681","0","intro yg paling di tunggu bgst","M Aldi"
"9682","0","keren bang intro legen","Dany Praim"
"9683","1","gw paling nggk suka liat orang ngemish like 
yg stuju ama gw like","Ifdal Saputra"
"9684","0","gw lebih suka konten yg kek gini dripada gaming cuma gerakin analog apaan anjing bosen","Ramanuddin Jaya"
"9685","0","ku bingung dengan pola pikir mereka haters kontol belum tentu punya tapi bacot luar biassa","Yudha Andhika"
"9686","0","lama dliat muka lu kayak arman maula rik ahahahha hates make u famous almos rik ahahahahhaha","Raimi Majid"
"9687","0","kamu gantengnya kayak kontol","Becek Gaming"
"9688","0","sepeg rik gw suka gaya lu



note gw tunggu ytrid semangat jink","Quentin Aldrich"
"9689","0","bang gua mau nanya tau gk bedanya kontol sama kamu gk","ikmal King"
"9690","0","w subs lo dri dooloo wktu msih di garena anjiinkk n vidio lo dri dooloo emng udh gk jlas tapi mnghibur bgsd","Rizky P.z"
"9691","0","gua cinta ericko lim","Mohammad Amirur Rozaqi"
"9692","0","haters haters tolol dia bang di garena anjiinkk n vidio lo dri dooloo emng udh gk jlas tapi mnghibur bgsd","Faizz ziaf"
"9693","0","lu adeknya virgoun yak","Erwin Ramadhan"
"9694","14","yang soapers like","Auza Official"
"9695","0","klow gue makh liat chanel lu 
buat hiburan aja gitu anjiiink
ga pernah w anggap vidio lu buat didikan gwe gitu hidup lu ya hidup lu gitu ga usah ribet ea ga annjiink","EX GAMING"
"9696","0","ingatlah haters adalah subscriber yg ditunda","C.I.A Central Intellegence Agency"
"9697","0","rick kok jarang upload lo jadi pink gay","RAD3N CV"
"9698","0","lu baca komen ga sih kontol","xxxtentacion z"
"9699","0","akhirnya komen gw masuk youtube erickolim aja hahahaha
menit cek","Si Ocong"
"9700","0","love in dong rick","Ardian Saputra"
"9701","0","lu kaga punya baju item lain selain dwp haha bosen dah gua liatnya","Fitrirahmani 22"
"9702","1","gua yakin haters bang ericko lim fans nya si arap","Rezwa Tampan Geling"
"9703","0","mantap kontol","Ido Ramadhan"
"9704","0","sexy banget asw lah 
jemboetos kratos mentos 
itu pink guy kemana asww sama loe nannniiiii","RFGen Gamers"
"9705","0","mnt viwes ggwp","MOBA GAMING"
"9706","0","rik makan eek","Muhammad Ayyub"
"9707","0","saya haters dan saya bangga hahahaha","Paman SKA"
"9708","1","dari pada bacod mending mampir ke channel saya hehe","i'm Surya"
"9710","0","ternyata haters lo kebanyakan orang idiot ehe","Paul Erikson Tampubolon"
"9712","0","kangen intro","Fauzan Noor Hamdi"
"9713","0","kok ganti intro nya anjing","Jodi Ganteng"
"9714","1","ganteng banget rickjing","Wylie Joans"
"9715","1","ericko lu bikin gua ngakak liat tinggkah lo toxic lbay wkwkwkwk
yg stuju like","Ifdal Saputra"
"9716","0","erickolim kok kaya artis korea","Adi Kusmindar"
"9717","0","penonton ke","Muhammad Verdhy"
"9718","0","sekali kali collab sama yong lek 
trus ajak toxic bareng","Brucelee Farel"
"9719","1","fak v konten tergood sedunia 
i like it","MONKKEY"
"9720","0","yang nntn ini sambil tiduran bacain comment like yaa","muhammad nizam"
"9721","0","hahahah","Jow Men"
"9722","0","auto toxic anjrr v","Aqsaaa SMG"
"9723","0","salah orang wkwkwkw","I dont know who i am"
"9724","0","napa dia aja pantatnya tebel","s z"
"9725","0","sip","Sport Official Indonesian"
"9726","0","up","Muhamad Iqbal"
"9727","0","dia udah buat lu pada aja ga nyadar lagu hypocrite buat siapa hahaha","Daily H00man"
"9728","0","channel hiburan ciee baper klo bikin gabisa klo copas bisa","DK Gaming"
"9729","0","channel film keren wtf berusaha itu bukan milik lu ngapain ngambil rezeki orang","Bagas Darmawan"
"9730","0","channel film keren usaha apaan kntl
cuma tinggal download video org trus di upload","Ibnu Chandra Maulana"
"9731","0","channel hiburan gk bisa ngedit gk punya otak buat konten noob","Valdi Zaldi"
"9732","0","channel kok reupload 
 channel hiburan","Valdi Zaldi"
"9733","0","pengen jadi komen teratas dong rick","NMalvin Re:Master"
"9734","0","hahaha makan tuh pesawat jatuh anjeng mati lu semua anjeng","K fox"
"9735","1","f","Rizky Akmal"
"9736","0","adolf hitler my fuhrer","Just Some Guy"
"9737","0","hode","Kuronyan Channel"
"9738","0","adolf hitler ma lord v","Kampreto Sompreto"
"9739","1","eh bocah btw gw juga bocah tapi gw bukan soapers","bocah tutorial"
"9740","0","cukup paten
paten kali
cukup paten","Naufal MNA"
"9741","1","r i p sensor","muh. Rhomansyah"
"9742","5","hallo soapking 
apa kabar 
buruk kan 
kasian v","fairy_tail lovers"
"9743","0","kalo di masa yang akan datang gua bikin channel yang kayak lu apa bakal dibully dibully gara niru ericko lim he dasar lu plagiat konten ericko lim oh iyaa mksh","Muh Tadi"
"9744","0","youtube rewind tahun garapan erickolim bakal sukses gak 
like sukses
dislike gagal","ASRUL KHATAMI"
"9745","0","gw subs nih org karna bikin ngomong nya bikin wkwkkwkwk","Satria momo"
"9746","0","kokain","C.I.A Central Intellegence Agency"
"9747","0","wwkwkkw orang indo goblok amat y ngakak gua","MUHAMAD ALFATH"
"9748","0","erik erik erik erik
 
 
 
 kontol
semangat ya kontol semoga bisa ngalahin piediepi","Just Nerf"
"9749","0","bang laurentius rando ada di youtube rewind","Troops"
"9750","1","woi haters eriko elu yang goblok anjing udh tau orng gila di lawanin juga","The Rich The Rich"
"9751","0","muka gaya joker","DAN ID"
"9753","0","intro legend balik lagi","sahrul fahrizky"
"9754","0","makasih rick gw rasa video ini buat gw
gw yg nge dm lo tadi siang rick pin komentar gw rick yg like komen gw gw doain masuk surga","Ngawur Gaming Guys"
"9755","0","haters adalah uang","Wilsan"
"9756","0","kwkwk seru anjing","Saldy Saputra"
"9757","0","mantab soul","HAKUMEN"
"9758","1","bikin challenge makan taik sendiri yang setuju like","Agi Sugeha"
"9759","1","channel kok plagiat pink guy hehehe joji ada alasan kenapa toxic dll lu apaan autis beneran ya gan","Luky Ramdhani Ardian"
"9760","0","sdh ngehina ngebuly masi di tonton i ada alasan kenapa toxic dll lu apaan autis beneran ya gan","Dede Ramadhany"
"9761","0","sawadikap","desma sekar"
"9762","0","mau punya wajah bersih dan indah biar istri suami mantan pacar mantan istri mantan suami calon pacar mantan calon pacar temen ibunya temen bapaknya temen bapaknya mantan siapa pun itu lah terkagum kagum sama wajah kamu  pake masker spirulina dari spirulina maskr saja ntar biar kinclong whehehe mantul kan 
 
kenapa harus pake masker spirulina
 karena masker spirulina terbuat dari bahan alami
 tidak mengandung bahan kimia berbahaya
 tidak ada efek samping apapun
 sangat aman dan berkualitas
 
ohhh iyaa cuma mau mengingatkan ke kakakku semuanyaaa jadi kita sedia banyak macam paket yaaaa makanya sini chat mimin 
 
 
gasken order bisa langsunrs kok 




bau mmq","CEBOL. TV"
"9763","1","wkwk ngakak anjay","Dzakwan HAFIZH"
"9764","0","gila komen nya toxic semua njir btw tenang rick lu tamvan tapi gila lol gini aja lah lu kalo gak suka gak usah di tonton bangsat lu komen ngehina orang sama dengan dosa kontol","im toxic"
"9765","0","siapa yang kangen intro erickolim 
cek channel gw 
intro erickolim jam nonstop","Si Ocong"
"9766","1","jesswithlimit pedo","Melona de"
"9767","26","sip gua suka prinsip loe ericko lim lebih baik dibenci tapi jadi diri sendiri daripada jadi munafik untuk menjadi terkenal semangat ericko lim","Dany Eko"
"9768","0","ntaps","fikri gaming"
"9769","0","jan menyerah rik terus berjuang dan menghibur yee v","Dezz Gaming"
"9770","0","kalo merasa konten dia hina ya nggak usah lanjut tonton bangsat kami soapers tau kalo konten eriko lim cuman ngentot doang nggak lebih anjing","Brian D"
"9771","0","banyak pirang tatoan reza atap juga be pirang tatoan anjing menit","Shinee 901"
"9772","1","sumpah bang erik ganteng gila kaya pantat kuda","Sandi010102 Susanto"
"9773","1","woy plis jangan unsubscribe channel ini yang bilang unsubcribe channel ini itu kayak anjing","Rezwa Tampan Geling"
"9774","0","akhirnya opening ini xd","irsyad nur putra"
"9775","0","kontol","Sastrawan Pranata"
"9776","2","trigger","Rex Enzo DONKEY"
"9777","0","luh pinter juga rik","Cepi Ganteng"
"9778","0","eh rik mending intro nya kiamat channel keluarga","Faiz Nur Muhammad"
